2020.09.27;251915;3841
2020.09.28;254383;4007
2020.09.29;282950;6103
2020.09.30;326089;6505
2020.10.01;318649;8852
2020.10.02;298184;5029
2020.10.03;333071;5451
2020.10.04;261227;4029
2020.10.05;299555;7001
2020.10.06;326305;5862
2020.10.07;351165;5904
2020.10.08;361787;6356
2020.10.09;361200;6212
2020.10.10;357505;4921
2020.10.11;287871;4132
2020.10.12;291434;4069
2020.10.13;318715;5353
2020.10.14;381693;6205
2020.10.15;407317;6089
2020.10.16;411807;6324
2020.10.17;374343;5737
2020.10.18;316582;3628
2020.10.19;386578;4911
2020.10.20;388927;6650
2020.10.21;444587;6857
2020.10.22;472405;5915
2020.10.23;497584;7062
2020.10.24;457242;5903
2020.10.25;360869;4259
2020.10.26;485831;5586
2020.10.27;470379;7482
2020.10.28;511961;7211
2020.10.29;550250;7172
2020.10.30;571910;7628
2020.10.31;477418;6709
2020.11.01;462815;5122
2020.11.02;561680;6184
2020.11.03;554613;9438
2020.11.04;511258;10152
2020.11.05;597127;8103
2020.11.06;644939;9739
2020.11.07;600732;7709
2020.11.08;483732;6032
2020.11.09;500262;7220
2020.11.10;559008;10028
2020.11.11;650821;10510
2020.11.12;646918;9765
2020.11.13;652895;9637
2020.11.14;598229;9237
2020.11.15;474593;6598
2020.11.16;532169;7892
2020.11.17;611140;11087
2020.11.18;627422;11447
2020.11.19;653901;11105
2020.11.20;671837;11795
2020.11.21;589256;9030
2020.11.22;487496;7441
2020.11.23;523794;8475
2020.11.24;592444;12723
2020.11.25;637955;12144
2020.11.26;587391;10977
2020.11.27;682943;11409
2020.11.28;588223;9290
2020.11.29;488828;7331
2020.11.30;504891;8859
2020.12.01;618152;12727
2020.12.02;653162;12682
2020.12.03;695402;12570
2020.12.04;686047;12450
2020.12.05;646917;10341
2020.12.06;536418;7681
2020.12.07;516830;8663
2020.12.08;649918;12314
2020.12.09;669621;12660
2020.12.10;1500989;12657
2020.12.11;706194;13085
2020.12.12;637118;10718
2020.12.13;529402;7771
2020.12.14;533138;9085
2020.12.15;648946;13766
2020.12.16;727731;13849
2020.12.17;738417;13392
2020.12.18;717401;12909
2020.12.19;620422;10996
2020.12.20;531190;8071
2020.12.21;541535;9516
2020.12.22;653938;14174
2020.12.23;690549;13822
2020.12.24;677996;11801
2020.12.25;478688;8693
2020.12.26;507242;7551
2020.12.27;432552;7719
2020.12.28;489281;9571
2020.12.29;665587;15129
2020.12.30;733034;15594
2020.12.31;772760;13307
2021.01.01;579660;10119
2021.01.02;585730;8227
2021.01.03;522065;7601
2021.01.04;551242;10003
2021.01.05;736601;15406
2021.01.06;784785;15104
2021.01.07;891829;15154
2021.01.08;811281;15271
2021.01.09;758518;12978
2021.01.10;588196;8767
2021.01.11;617041;10043
2021.01.12;697423;17131
2021.01.13;747815;16891
2021.01.14;758112;15473
2021.01.15;770540;15063
2021.01.16;645341;13758
2021.01.17;527766;9100
2021.01.18;512146;9717
2021.01.19;597587;16643
2021.01.20;695022;18007
2021.01.21;654896;17108
2021.01.22;657492;16147
2021.01.23;571686;13976
2021.01.24;452040;9202
2021.01.25;488359;10982
2021.01.26;553310;17501
2021.01.27;599789;17328
2021.01.28;612051;16996
2021.01.29;590738;15464
2021.01.30;517710;13640
2021.01.31;384615;8766
2021.02.01;441392;10352
2021.02.02;457054;15386
2021.02.03;523506;16105
2021.02.04;466920;12990
2021.02.05;532528;17180
2021.02.06;378542;10492
2021.02.07;399954;8309
2021.02.08;311236;8697
2021.02.09;427014;16125
2021.02.10;436385;14020
2021.02.11;441819;13683
2021.02.12;428904;13108
2021.02.13;374638;10442
2021.02.14;295194;6695
2021.02.15;283365;7399
2021.02.16;347636;11457
2021.02.17;395154;11924
2021.02.18;405053;11881
2021.02.19;411386;11663
2021.02.20;371997;8967
2021.02.21;315325;6437
2021.02.22;287218;7304
2021.02.23;388578;11704
2021.02.24;445278;12507
2021.02.25;447989;10633
2021.02.26;444006;10795
2021.02.27;390202;8633
2021.02.28;303843;6226
2021.03.01;302864;7656
2021.03.02;310242;10339
2021.03.03;440918;11837
2021.03.04;453568;10301
2021.03.05;447566;10615
2021.03.06;411260;8116
2021.03.07;369527;5922
2021.03.08;298496;7118
2021.03.09;412782;10622
2021.03.10;467270;10134
2021.03.11;477092;10218
2021.03.12;489832;9986
2021.03.13;454282;8435
2021.03.14;360832;5909
2021.03.15;347637;7399
2021.03.16;465289;10633
2021.03.17;549704;10577
2021.03.18;542160;10725
2021.03.19;562701;10979
2021.03.20;499172;8736
2021.03.21;433848;8511
2021.03.22;415373;7828
2021.03.23;514226;11568
2021.03.24;633691;10426
2021.03.25;651889;11642
2021.03.26;641465;12891
2021.03.27;585799;10164
2021.03.28;470528;7284
2021.03.29;457328;8412
2021.03.30;568366;12132
2021.03.31;683409;12827
2021.04.01;712414;12455
2021.04.02;634348;10649
2021.04.03;530861;9348
2021.04.04;553922;7313
2021.04.05;486441;7666
2021.04.06;604580;12606
2021.04.07;684680;15726
2021.04.08;839962;14433
2021.04.09;749833;14239
2021.04.10;666722;13063
2021.04.11;690450;9009
2021.04.12;614478;9842
2021.04.13;779554;13874
2021.04.14;817295;14063
2021.04.15;816468;13665
2021.04.16;857402;13303
2021.04.17;786385;12504
2021.04.18;685755;9241
2021.04.19;692807;10896
2021.04.20;853914;14325
2021.04.21;891023;14945
2021.04.22;898632;13877
2021.04.23;903509;15174
2021.04.24;821480;13276
2021.04.25;723908;10647
2021.04.26;681905;11616
2021.04.27;844409;14994
2021.04.28;905975;16043
2021.04.29;898160;15772
2021.04.30;879921;14074
2021.05.01;797677;13316
2021.05.02;674693;10222
2021.05.03;679812;11725
2021.05.04;806995;14081
2021.05.05;842013;14908
2021.05.06;870951;14666
2021.05.07;832614;14459
2021.05.08;786520;13317
2021.05.09;642143;10457
2021.05.10;619267;11077
2021.05.11;738696;14243
2021.05.12;760574;13874
2021.05.13;725486;13716
2021.05.14;717572;13031
2021.05.15;628628;12256
2021.05.16;549094;10244
2021.05.17;539311;11154
2021.05.18;622355;14210
2021.05.19;672038;13576
2021.05.20;279950;13062
2021.05.21;626096;13030
2021.05.22;579019;11527
2021.05.23;476943;9752
2021.05.24;452898;9048
2021.05.25;532171;13223
2021.05.26;569264;12739
2021.05.27;554422;13006
2021.05.28;500268;11938
2021.05.29;481880;10783
2021.05.30;391818;8298
2021.05.31;378612;8693
2021.06.01;463162;15343
2021.06.02;485845;11907
2021.06.03;489437;9858
2021.06.04;419375;10960
2021.06.05;398886;9381
2021.06.06;323166;7218
2021.06.07;320653;8047
2021.06.08;366844;10369
2021.06.09;419778;10497
2021.06.10;449735;15994
2021.06.11;420840;11811
2021.06.12;372709;9770
2021.06.13;303587;9267
2021.06.14;307503;7863
2021.06.15;371225;10588
2021.06.16;398671;10332
2021.06.17;392514;9299
2021.06.18;406787;9229
2021.06.19;349303;8176
2021.06.20;302325;6726
2021.06.21;293818;6851
2021.06.22;371637;8998
2021.06.23;437656;9533
2021.06.24;405021;8620
2021.06.25;421870;9230
2021.06.26;365943;7551
2021.06.27;311404;6095
2021.06.28;328394;6503
2021.06.29;379581;8128
2021.06.30;396935;9222
2021.07.01;441124;8667
2021.07.02;441231;8280
2021.07.03;376632;6904
2021.07.04;328462;6667
2021.07.05;369544;7289
2021.07.06;453428;8549
2021.07.07;463370;8582
2021.07.08;480458;8842
2021.07.09;507456;8398
2021.07.10;426967;6623
2021.07.11;370458;7628
2021.07.12;436808;8058
2021.07.13;519906;8333
2021.07.14;541397;8641
2021.07.15;572008;8537
2021.07.16;598153;8727
2021.07.17;473859;7085
2021.07.18;430938;7095
2021.07.19;497011;7056
2021.07.20;529891;20759
2021.07.21;558679;8703
2021.07.22;564482;8761
2021.07.23;689624;7783
2021.07.24;472005;9250
2021.07.25;445085;7315
2021.07.26;540850;7781
2021.07.27;610002;9874
2021.07.28;644061;10235
2021.07.29;653084;10831
2021.07.30;729879;9640
2021.07.31;508877;8762
2021.08.01;482055;7405
2021.08.02;578541;7915
2021.08.03;636942;10346
2021.08.04;675467;10626
2021.08.05;688712;10949
2021.08.06;821274;10578
2021.08.07;549901;8623
2021.08.08;440114;7450
2021.08.09;656129;8640
2021.08.10;648327;11557
2021.08.11;728111;10412
2021.08.12;710566;10686
2021.08.13;805581;10477
2021.08.14;533295;8687
2021.08.15;463735;7243
2021.08.16;679256;9813
2021.08.17;682240;10768
2021.08.18;728220;10835
2021.08.19;715244;11506
2021.08.20;790026;10466
2021.08.21;539343;8931
2021.08.22;446132;7633
2021.08.23;705168;10043
2021.08.24;686493;11096
2021.08.25;730571;11355
2021.08.26;735628;11659
2021.08.27;744875;10239
2021.08.28;546621;8505
2021.08.29;446434;6716
2021.08.30;687227;9508
2021.08.31;618691;9138
2021.09.01;726962;12509
2021.09.02;677852;11214
2021.09.03;717195;10696
2021.09.04;488873;7731
2021.09.05;427123;6487
2021.09.06;437638;7982
2021.09.07;737047;10492
2021.09.08;630805;10106
2021.09.09;637170;10775
2021.09.10;633401;9194
2021.09.11;451520;8354
2021.09.12;364218;5521
2021.09.13;609902;9059
2021.09.14;549946;9968
2021.09.15;568426;10447
2021.09.16;574844;10481
2021.09.17;593437;8692
2021.09.18;533069;6778
2021.09.19;357506;6032
2021.09.20;540816;8190
2021.09.21;468420;9114
2021.09.22;537159;10135
2021.09.23;510789;9779
2021.09.24;546742;8798
2021.09.25;362719;5374
2021.09.26;332927;5365
2021.09.27;488051;7767
2021.09.28;447122;9374
2021.09.29;502291;9364
2021.09.30;485071;8827
2021.10.01;543635;8601
2021.10.02;341156;5808
2021.10.03;293421;4230
2021.10.04;458492;7239
2021.10.05;417428;7408
2021.10.06;513215;9202
2021.10.07;431923;8844
2021.10.08;478150;7534
2021.10.09;328789;4735
2021.10.10;301683;4638
2021.10.11;393423;5798
2021.10.12;432553;8105
2021.10.13;462677;8738
2021.10.14;443790;7923
2021.10.15;460302;7243
2021.10.16;332199;5178
2021.10.17;302376;4203
2021.10.18;425940;6451
2021.10.19;441277;8230
2021.10.20;467709;8613
2021.10.21;457349;7620
2021.10.22;488381;8155
2021.10.23;366790;5676
2021.10.24;304252;4495
2021.10.25;418610;6599
2021.10.26;452355;7869
2021.10.27;509958;9110
2021.10.28;458372;8514
2021.10.29;507058;7983
2021.10.30;382109;5932
2021.10.31;306440;4407
2021.11.01;431653;6259
2021.11.02;430206;7491
2021.11.03;517528;8293
2021.11.04;513137;7411
